"","Opinion","Number.of.employment.years","House.type","term.in.months","Age","Marital.status","Registers","Type.of.employment","Expenses","income","total.wealth","mortgage.left","amount.of.money.solicitated","price.of.good.to.buy","weight","funding.ratio","saving.capacity","fold"
"12135","Positive",2,"ownerwithdeed",2,27,"married","No","Permanent","less miser",126,1,3700,200,300,0.2,1,2,7
"12136","Positive",2,"ownerwithdeed",3,48,"married","No","Self","less spenthrift",300,1,0,1000,1165,0.2,2,2,7
"12137","Positive",2,"ownerwithdeed",5,33,"married","No","Permanent","less miser",160,1,0,1000,1365,0.2,2,2,4
"12138","Positive",2,"ownerwithdeed",1,44,"married","No","Permanent","less spenthrift",160,1,0,500,1706,0.2,1,2,10
"12139","Negative",2,"others",3,48,"married","Yes","Self","less miser",0,1,0,1600,2053,0.2,2,2,10
"12140","Positive",3,"ownerwithdeed",5,57,"married","No","Self","less miser",95,1,0,1000,1700,0.2,1,2,10
"12141","Positive",3,"ownerwithdeed",5,34,"married","Yes","Permanent","less miser",125,1,4000,950,1462,0.2,1,2,10
"12142","Positive",3,"rented",5,38,"married","No","Permanent","less spenthrift",120,1,0,1177,1300,0.2,2,2,8
"12143","Positive",2,"rented",3,35,"married","No","Permanent","less spenthrift",359,1,0,870,1122,0.2,2,2,9
"12144","Positive",3,"ownerwithdeed",5,52,"married","No","Permanent","less miser",80,1,0,1200,1257,0.2,2,2,3
"12145","Positive",2,"parents",5,28,"single","No","Temporaray","miser",67,1,0,1050,1387,0.2,2,2,7
"12146","Positive",3,"ownerwithdeed",4,46,"married","No","Permanent","less spenthrift",148,1,0,1000,1266,0.2,2,2,4
"12147","Positive",3,"ownerwithdeed",5,56,"married","Yes","Permanent","less miser",298,1,0,1700,2195,0.2,2,2,3
"12148","Positive",3,"ownerwithdeed",2,52,"married","No","Permanent","less miser",318,1,700,700,2004,0.2,1,2,2
"12149","Positive",3,"ownerwithdeed",5,35,"married","No","Permanent","less miser",185,1,0,1100,1203,0.2,2,2,7
"12150","Positive",3,"ownerwithdeed",3,45,"married","Yes","Self","less miser",0,1,250,750,1138,0.2,1,2,5
"12151","Positive",2,"parents",4,29,"married","No","Permanent","less miser",194,1,0,1200,1374,0.2,2,2,3
"12152","Negative",2,"parents",5,22,"single","No","Permanent","miser",80,1,0,1500,1514,0.2,3,2,8
"12153","Positive",2,"ownerwithdeed",2,33,"married","Yes","Permanent","less miser",147,1,900,400,750,0.2,1,2,1
"12154","Positive",3,"ownerwithdeed",2,41,"married","No","Self","less spenthrift",156,1,0,800,1894,0.2,1,2,3
"12155","Positive",3,"ownerwithdeed",3,37,"married","No","Permanent","less miser",178,1,0,1000,1048,0.2,2,2,3
"12156","Positive",3,"ownerwithdeed",2,46,"married","No","Permanent","less miser",130,1,0,400,1369,0.2,1,2,8
"12157","Negative",2,"others",3,19,"single","No","Temporaray","miser",63,1,0,1000,1035,0.2,2,2,9
"12158","Negative",3,"parents",3,22,"single","No","Permanent","miser",88,1,0,750,1218,0.2,1,2,8
"12159","Positive",3,"parents",5,31,"married","No","Permanent","less miser",140,1,0,1200,1637,0.2,2,2,8
"12160","Negative",2,"private",5,44,"married","No","Temporaray","less miser",115,1,0,750,953,0.2,2,2,3
"12161","Positive",3,"ownerwithdeed",5,48,"married","Yes","Permanent","less miser",83,1,0,1100,1212,0.2,2,2,8
"12162","Positive",2,"private",3,31,"married","No","Permanent","less miser",144,1,0,1000,1218,0.2,2,2,8
"12163","Positive",3,"ownerwithdeed",2,53,"married","No","Self","less miser",200,1,0,1000,1419,0.2,2,2,5
"12164","Positive",3,"others",5,36,"married","No","Permanent","less spenthrift",172,1,0,1100,1100,0.2,3,2,4
"12165","Positive",2,"private",5,46,"married","No","Self","less spenthrift",200,1,500,900,987,0.2,2,2,9
"12166","Positive",3,"ownerwithdeed",5,37,"married","No","Permanent","less miser",318,1,0,1900,2400,0.2,2,2,10
"12167","Positive",3,"ownerwithdeed",5,34,"married","No","Permanent","less miser",177,1,4000,1370,1375,0.2,3,2,4
"12168","Positive",2,"ownerwithdeed",4,36,"married","No","Permanent","less miser",133,1,0,1000,1595,0.2,1,2,3
"12169","Positive",2,"ownerwithdeed",5,64,"single","No","Others","miser",150,1,0,984,1054,0.2,2,2,2
"12170","Positive",2,"ownerwithdeed",3,27,"single","No","Permanent","miser",208,1,0,1000,1651,0.2,1,2,6
"12171","Positive",3,"ownerwithdeed",30,26,"married","No","Permanent","less miser",145,1,0,300,1542,0.2,1,2,4
"12172","Positive",3,"ownerwithdeed",5,53,"married","No","Permanent","less miser",157,1,0,2000,2014,0.2,3,2,10
"12173","Positive",3,"ownerwithdeed",5,50,"married","No","Permanent","less miser",190,1,200,1800,2624,0.2,1,2,10
"12174","Negative",2,"parents",5,21,"single","No","Temporaray","miser",86,1,0,1000,1135,0.2,2,2,8
"12175","Positive",3,"parents",2,40,"single","No","Permanent","miser",90,1,0,600,1105,0.2,1,2,3
"12176","Positive",3,"rented",5,49,"married","Yes","Temporaray","less spenthrift",100,1,0,1500,1500,0.2,3,2,2
"12177","Negative",2,"rented",2,40,"married","Yes","Permanent","less miser",214,1,0,800,1200,0.2,1,2,8
"12178","Positive",2,"rented",5,37,"single","No","Permanent","less miser",100,1,0,1150,1555,0.2,2,2,6
"12179","Positive",2,"rented",4,25,"married","No","Permanent","less miser",117,1,0,800,2251,0.2,1,2,3
"12180","Positive",3,"ownerwithdeed",18,40,"married","No","Permanent","less miser",110,1,0,455,1542,0.2,1,2,3
"12181","Positive",2,"rented",3,22,"married","No","Permanent","less miser",168,1,0,1200,2186,0.2,1,2,6
"12182","Positive",3,"ownerwithdeed",4,49,"married","No","Self","less miser",150,1,0,1700,1700,0.2,3,2,9
"12183","Positive",2,"ownerwithdeed",5,34,"married","No","Permanent","less miser",166,1,0,600,1180,0.2,1,2,6
"12184","Positive",2,"ownerwithdeed",2,42,"single","No","Permanent","miser",337,1,0,1300,1624,0.2,2,2,6
"12185","Negative",3,"rented",2,49,"married","No","Self","less spenthrift",0,1,0,700,800,0.2,2,2,9
"12186","Negative",3,"rented",5,43,"married","No","Self","less spenthrift",0,1,0,1350,1668,0.2,2,2,5
"12187","Positive",3,"ownerwithdeed",3,42,"married","No","Self","less spenthrift",250,1,0,1500,1750,0.2,2,2,8
"12188","Positive",3,"ownerwithdeed",4,28,"married","Yes","Temporaray","less miser",120,1,1500,600,875,0.2,1,2,8
"12189","Positive",2,"ownerwithdeed",5,30,"married","No","Self","miser",236,1,1000,1000,1514,0.2,1,2,1
"12190","Negative",2,"ownerwithdeed",5,25,"separated","Yes","Temporaray","less miser",277,1,3500,1700,1950,0.2,2,2,7
"12191","Negative",2,"parents",5,22,"single","No","Temporaray","miser",55,1,0,950,1462,0.2,1,2,9
"12192","Positive",3,"parents",3,27,"single","No","Permanent","miser",200,1,0,600,1098,0.2,1,2,1
"12193","Positive",2,"parents",5,26,"single","No","Permanent","less miser",235,1,0,800,840,0.2,2,2,2
"12194","Negative",2,"ownerwithdeed",4,28,"married","No","Permanent","less miser",80,1,0,1260,1634,0.2,2,2,8
"12195","Positive",3,"ownerwithdeed",4,35,"married","No","Self","less miser",200,1,0,1540,1603,0.2,2,2,9
"12196","Positive",3,"private",5,51,"married","No","Permanent","less miser",140,1,0,1200,1200,0.2,3,2,4
"12197","Positive",3,"rented",5,24,"married","No","Permanent","less miser",125,1,0,700,1360,0.2,1,2,1
"12198","Positive",3,"rented",5,34,"married","No","Permanent","less spenthrift",185,1,0,1200,1236,0.2,2,2,2
"12199","Positive",3,"ownerwithdeed",42,34,"married","No","Permanent","less spenthrift",190,1,300,1100,1395,0.2,2,2,10
"12200","Positive",3,"ownerwithdeed",5,49,"married","No","Self","less miser",150,1,0,1200,1390,0.2,2,2,10
"12201","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",102,1,0,700,1355,0.2,1,2,10
"12202","Positive",3,"rented",5,57,"married","No","Permanent","less miser",170,1,0,1300,1604,0.2,2,2,3
"12203","Positive",3,"ownerwithdeed",5,63,"married","No","Permanent","less miser",315,1,266,1000,1241,0.2,2,2,2
"12204","Negative",2,"rented",1,37,"married","No","Others","less spenthrift",130,1,0,250,375,0.2,1,2,1
"12205","Positive",2,"ownerwithdeed",3,27,"married","No","Permanent","less miser",156,1,0,700,1045,0.2,1,2,7
"12206","Positive",3,"rented",5,39,"married","No","Permanent","less spenthrift",177,1,0,800,1781,0.2,1,2,6
"12207","Positive",3,"ownerwithdeed",3,64,"single","Yes","Self","less miser",341,1,0,900,900,0.2,3,2,4
"12208","Positive",3,"ownerwithdeed",4,49,"married","No","Self","less spenthrift",240,1,4200,1660,1698,0.2,2,2,2
"12209","Positive",3,"ownerwithdeed",1,49,"married","No","Self","less miser",142,1,0,200,1048,0.2,1,2,9
"12210","Positive",3,"ownerwithdeed",3,45,"married","No","Self","less miser",333,1,0,1000,2200,0.2,1,2,4
"12211","Positive",2,"parents",5,27,"single","No","Permanent","miser",125,1,0,770,1119,0.2,1,2,5
"12212","Positive",2,"parents",3,30,"married","No","Permanent","less miser",170,1,0,700,1090,0.2,1,2,4
"12213","Negative",2,"ownerwithdeed",3,33,"married","No","Self","less miser",220,1,500,3000,4100,0.2,2,2,6
"12214","Positive",3,"ownerwithdeed",3,40,"married","No","Permanent","less miser",230,1,480,700,1400,0.2,1,2,8
"12215","Positive",2,"ownerwithdeed",5,30,"separated","No","Permanent","less miser",157,1,0,1000,2010,0.2,1,2,3
"12216","Positive",2,"parents",1,30,"married","No","Permanent","less miser",340,1,0,1900,2014,0.2,2,2,8
"12217","Positive",2,"ownerwithdeed",5,25,"married","No","Temporaray","less miser",120,1,200,1000,1342,0.2,2,2,10
"12218","Positive",3,"rented",5,40,"single","No","Permanent","miser",91,1,0,1000,1132,0.2,2,2,6
"12219","Negative",2,"private",42,50,"married","No","Self","less miser",150,1,0,900,1048,0.2,2,2,2
"12220","Positive",2,"ownerwithdeed",3,23,"single","No","Permanent","miser",88,1,0,750,1218,0.2,1,2,6
"12221","Positive",2,"others",4,28,"single","No","Temporaray","miser",120,1,0,900,1114,0.2,2,2,9
"12222","Negative",2,"rented",5,35,"married","Yes","Self","less miser",0,1,0,1000,1206,0.2,2,2,2
"12223","Positive",2,"rented",5,27,"married","No","Permanent","less miser",106,1,0,650,2132,0.2,1,2,10
"12224","Positive",2,"parents",3,19,"married","No","Permanent","miser",162,1,100,400,570,0.2,2,2,4
"12225","Positive",2,"parents",5,39,"married","No","Permanent","less miser",77,1,0,1000,1094,0.2,2,2,2
"12226","Positive",3,"private",3,39,"married","No","Permanent","less miser",128,1,0,550,550,0.2,3,2,6
"12227","Positive",3,"ownerwithdeed",4,55,"widower","No","Permanent","miser",189,1,0,1200,1255,0.2,2,2,1
"12228","Positive",3,"ownerwithdeed",3,32,"married","No","Self","less miser",300,1,3000,2000,4138,0.2,1,2,2
"12229","Positive",3,"ownerwithdeed",5,54,"married","No","Self","less miser",92,1,1700,1700,1714,0.2,3,2,7
"12230","Positive",3,"ownerwithdeed",4,58,"married","No","Self","less miser",380,1,0,1100,1150,0.2,2,2,10
"12231","Positive",3,"ownerwithdeed",2,37,"married","No","Self","less miser",500,1,0,1500,2673,0.2,1,2,9
"12232","Positive",3,"parents",5,36,"married","No","Self","less miser",130,1,0,1200,1630,0.2,2,2,8
"12233","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",141,1,400,1100,1544,0.2,2,2,3
"12234","Positive",3,"ownerwithdeed",5,38,"married","No","Permanent","less miser",220,1,3600,1000,1195,0.2,2,2,6
"12235","Positive",3,"ownerwithdeed",3,26,"married","No","Permanent","less miser",146,1,1300,400,1206,0.2,1,2,8
"12236","Positive",3,"ownerwithdeed",5,41,"married","No","Self","less miser",250,1,3700,1400,2050,0.2,1,2,5
"12237","Positive",3,"ownerwithdeed",3,42,"married","No","Permanent","less miser",132,1,0,1200,1513,0.2,2,2,6
"12238","Positive",3,"ownerwithdeed",6,46,"married","No","Self","less spenthrift",150,1,0,3000,3300,0.2,2,2,2
"12239","Positive",3,"rented",5,52,"married","No","Permanent","less miser",127,1,0,1030,1250,0.2,2,2,9
"12240","Negative",3,"ownerwithdeed",5,30,"married","No","Temporaray","less miser",90,1,500,1000,1339,0.2,2,2,5
"12241","Negative",3,"ownerwithdeed",5,47,"married","Yes","Self","less spenthrift",166,1,1000,875,875,0.2,3,2,10
"12242","Positive",2,"ownerwithdeed",18,66,"married","No","Others","less miser",69,1,0,500,1101,0.2,1,2,6
"12243","Positive",3,"ownerwithdeed",5,54,"married","No","Permanent","less miser",182,1,0,1000,1568,0.2,1,2,4
"12244","Positive",2,"ownerwithdeed",42,65,"married","No","Others","less miser",77,1,2000,750,1194,0.2,1,2,7
"12245","Negative",3,"others",5,25,"married","No","Permanent","less miser",50,1,0,950,1378,0.2,1,2,2
"12246","Positive",2,"ownerwithdeed",5,31,"single","No","Permanent","miser",131,1,0,1050,1139,0.2,2,2,9
"12247","Positive",2,"parents",2,23,"single","No","Permanent","miser",62,1,0,350,350,0.2,3,2,1
"12248","Negative",3,"ownerwithdeed",5,35,"married","No","Permanent","less miser",60,1,400,1150,1406,0.2,2,2,9
"12249","Positive",2,"ownerwithdeed",5,47,"married","No","Permanent","less spenthrift",86,1,0,1200,1497,0.2,2,2,3
"12250","Negative",3,"rented",3,28,"married","No","Permanent","less miser",143,1,0,1400,1600,0.2,2,2,3
"12251","Negative",3,"rented",5,50,"married","Yes","Permanent","less spenthrift",120,1,0,1300,1350,0.2,2,2,2
"12252","Negative",2,"others",5,25,"single","No","Permanent","miser",283,1,0,2000,2032,0.2,98.4251968503937,2,5
"12253","Positive",2,"ownerwithdeed",3,39,"married","No","Permanent","less miser",138,1,0,1400,2610,0.2,1,2,7
"12254","Positive",2,"private",1,46,"married","No","Others","less spenthrift",90,1,600,500,1193,0.2,1,2,8
"12255","Negative",2,"rented",5,36,"married","Yes","Permanent","less miser",99,1,0,1200,1275,0.2,2,2,8
"12256","Negative",3,"ownerwithdeed",3,39,"married","Yes","Self","less miser",160,1,0,3250,3750,0.2,2,2,5
"12257","Positive",2,"ownerwithdeed",5,25,"married","No","Temporaray","less miser",330,1,3500,1300,2500,0.2,1,2,3
"12258","Positive",3,"ownerwithdeed",3,49,"married","No","Self","less miser",100,1,0,1000,1790,0.2,1,2,7
"12259","Negative",2,"rented",4,52,"married","No","Permanent","less spenthrift",210,1,0,1400,1419,0.2,98.661028893587,2,6
"12260","Positive",3,"rented",30,34,"separated","No","Permanent","less miser",100,1,0,700,1480,0.2,1,2,4
"12261","Positive",2,"ownerwithdeed",3,24,"single","No","Temporaray","less miser",97,1,0,600,1542,0.2,1,2,7
"12262","Negative",2,"rented",5,38,"married","No","Self","less miser",0,1,0,1500,1850,0.2,2,2,9
"12263","Positive",3,"ownerwithdeed",4,24,"married","No","Permanent","less miser",227,1,0,600,1380,0.2,1,2,5
"12264","Positive",3,"ownerwithdeed",42,33,"married","Yes","Permanent","less miser",140,1,2500,1200,1888,0.2,1,2,4
"12265","Negative",2,"rented",4,31,"married","No","Permanent","less spenthrift",115,1,0,1100,1672,0.2,1,2,8
"12266","Positive",3,"ownerwithdeed",4,63,"married","No","Permanent","less miser",150,1,0,700,808,0.2,2,2,5
"12267","Negative",2,"parents",5,23,"single","No","Permanent","miser",90,1,0,1100,1107,0.2,3,2,6
"12268","Positive",3,"ownerwithdeed",42,61,"married","No","Permanent","less spenthrift",275,1,0,1000,1335,0.2,2,2,5
"12269","Positive",3,"parents",5,28,"single","No","Permanent","miser",176,1,0,1190,1390,0.2,2,2,3
"12270","Positive",3,"rented",5,58,"married","No","Permanent","less miser",110,1,0,1150,1363,0.2,2,2,5
"12271","Positive",3,"ownerwithdeed",5,41,"married","No","Permanent","less miser",140,1,0,1450,1482,0.2,2,2,5
"12272","Positive",3,"ownerwithdeed",5,38,"married","No","Permanent","less miser",500,1,0,1900,2357,0.2,2,2,1
"12273","Negative",3,"ownerwithdeed",5,27,"married","No","Permanent","less miser",66,1,0,600,850,0.2,2,2,9
"12274","Positive",3,"ownerwithdeed",5,55,"married","No","Self","less miser",0,1,0,1000,1180,0.2,2,2,6
"12275","Positive",3,"ownerwithdeed",4,40,"married","No","Self","less miser",145,1,0,825,1617,0.2,1,2,5
"12276","Positive",3,"ownerwithdeed",5,59,"married","No","Permanent","less miser",67,1,0,1080,1114,0.2,2,2,3
"12277","Negative",2,"ownerwithdeed",5,47,"married","No","Self","less miser",0,1,0,1900,1976,0.2,2,2,7
"12278","Negative",3,"ownerwithdeed",5,38,"married","Yes","Permanent","less spenthrift",80,1,1749,1030,1095,0.2,2,2,10
"12279","Positive",2,"parents",5,25,"single","No","Self","miser",0,1,0,800,1380,0.2,1,2,1
"12280","Positive",3,"others",5,28,"married","No","Permanent","less miser",200,1,0,700,1529,0.2,1,2,7
"12281","Positive",2,"ownerwithdeed",3,49,"married","Yes","Self","less miser",154,1,0,850,1263,0.2,1,2,7
"12282","Positive",2,"private",4,38,"married","No","Self","less spenthrift",187,1,750,1550,1600,0.2,2,2,6
"12283","Negative",3,"ownerwithdeed",4,52,"married","No","Permanent","less miser",135,1,0,1200,1400,0.2,2,2,5
"12284","Positive",2,"ownerwithdeed",4,37,"widower","No","Permanent","less miser",160,1,3000,1000,1520,0.2,1,2,8
"12285","Positive",3,"ownerwithdeed",5,42,"married","No","Permanent","less miser",133,1,0,1500,1617,0.2,2,2,7
"12286","Positive",3,"rented",5,54,"married","No","Self","spenthrift",230,1,0,1100,1500,0.2,2,2,7
"12287","Positive",2,"ownerwithdeed",5,30,"married","No","Permanent","less miser",154,1,0,1000,1705,0.2,1,2,3
"12288","Positive",2,"ownerwithdeed",30,26,"married","No","Permanent","less miser",50,1,250,600,1292,0.2,1,2,5
"12289","Positive",3,"ownerwithdeed",4,49,"married","No","Self","less miser",189,1,0,1100,1294,0.2,2,2,9
"12290","Positive",2,"ownerwithdeed",5,36,"married","No","Permanent","less miser",202,1,1260,1400,1936,0.2,2,2,10
"12291","Negative",2,"parents",4,40,"married","No","Self","less spenthrift",20,1,0,1850,2143,0.2,2,2,5
"12292","Negative",2,"ownerwithdeed",1,61,"married","No","Others","less miser",40,1,0,170,1394,0.2,1,2,9
"12293","Negative",2,"rented",2,59,"married","No","Permanent","less spenthrift",50,1,0,200,425,0.2,1,2,1
"12294","Positive",2,"ownerwithdeed",4,49,"married","No","Permanent","less miser",125,1,0,500,1600,0.2,1,2,2
"12295","Positive",3,"rented",5,52,"married","No","Self","less miser",100,1,0,1250,1563,0.2,2,2,2
"12296","Positive",3,"ownerwithdeed",5,35,"married","No","Permanent","less miser",115,1,75,1250,1284,0.2,2,2,4
"12297","Negative",3,"ignore",5,25,"married","No","Permanent","less miser",160,1,0,890,990,0.2,2,2,2
"12298","Positive",3,"ownerwithdeed",5,30,"married","No","Permanent","less miser",70,1,2800,600,1125,0.2,1,2,9
"12299","Positive",3,"ownerwithdeed",4,28,"married","No","Permanent","miser",220,1,0,1000,1267,0.2,2,2,6
"12300","Negative",2,"others",5,42,"married","Yes","Self","less miser",0,1,0,1600,1780,0.2,2,2,1
"12301","Positive",2,"ownerwithdeed",6,29,"single","No","Self","miser",107,1,0,300,1298,0.2,1,2,3
"12302","Negative",3,"ownerwithdeed",5,32,"married","No","Permanent","less miser",160,1,600,1550,1600,0.2,2,2,8
"12303","Positive",3,"ownerwithdeed",5,45,"married","No","Permanent","less miser",150,1,0,1100,1340,0.2,2,2,2
"12304","Positive",2,"ownerwithdeed",5,52,"married","No","Temporaray","less miser",0,1,0,750,1244,0.2,1,2,9
"12305","Negative",2,"ownerwithdeed",5,26,"married","No","Temporaray","less miser",120,1,1500,1000,1403,0.2,2,2,1
"12306","Positive",2,"ownerwithdeed",5,33,"married","Yes","Self","less miser",225,1,0,1400,1980,0.2,2,2,8
"12307","Positive",2,"parents",5,21,"single","No","Self","miser",100,1,0,900,1290,0.2,1,2,9
"12308","Negative",2,"ownerwithdeed",3,34,"married","No","Temporaray","less miser",80,1,300,600,1339,0.2,1,2,4
"12309","Positive",3,"ownerwithdeed",5,27,"single","No","Permanent","miser",208,1,3300,1500,1559,0.2,2,2,10
"12310","Negative",3,"ownerwithdeed",5,44,"married","No","Permanent","less spenthrift",105,1,720,200,1078,0.2,1,2,5
"12311","Positive",3,"ownerwithdeed",5,51,"married","No","Permanent","less miser",98,1,0,860,1113,0.2,2,2,3
"12312","Positive",3,"rented",18,33,"married","No","Permanent","less spenthrift",532,1,0,1000,2290,0.2,1,2,3
"12313","Positive",3,"ownerwithdeed",5,35,"married","No","Permanent","less miser",140,1,0,1000,1578,0.2,1,2,7
"12314","Positive",2,"ownerwithdeed",4,38,"married","No","Permanent","less miser",90,1,2000,500,1039,0.2,1,2,4
"12315","Positive",2,"rented",5,28,"married","No","Permanent","less miser",155,1,0,800,1218,0.2,1,2,10
"12316","Positive",2,"ownerwithdeed",5,26,"married","No","Permanent","less miser",120,1,0,300,1329,0.2,1,2,1
